MovieID,Rating,Title,Genres
1955,5,Kramer Vs. Kramer (1979),Drama
17,1,Sense and Sensibility (1995),Drama|Romance
3516,2,"Bell, Book and Candle (1958)",Comedy|Romance
2646,4,House of Dracula (1945),Horror
1103,4,Rebel Without a Cause (1955),Drama
3169,3,"Falcon and the Snowman, The (1984)",Drama
3167,3,Carnal Knowledge (1971),Drama
2183,5,"Man Who Knew Too Much, The (1956)",Thriller
3362,4,Dog Day Afternoon (1975),Comedy|Crime|Drama
3727,3,Near Dark (1987),Comedy|Horror
2649,4,Son of Frankenstein (1939),Horror
1340,4,Bride of Frankenstein (1935),Horror
931,4,Spellbound (1945),Mystery|Romance|Thriller
1464,3,Lost Highway (1997),Mystery
3204,4,"Boys from Brazil, The (1978)",Thriller
3203,3,Dead Calm (1989),Thriller
3498,5,Midnight Express (1978),Drama
927,2,"Women, The (1939)",Comedy
1350,3,"Omen, The (1976)",Horror
3100,2,"River Runs Through It, A (1992)",Drama
949,5,East of Eden (1955),Drama
2921,3,High Plains Drifter (1972),Western
3253,3,Wayne's World (1992),Comedy
2344,3,Runaway Train (1985),Action|Adventure|Drama|Thriller
1267,3,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
1699,1,"Butcher Boy, The (1998)",Drama
293,3,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller
32,2,Twelve Monkeys (1995),Drama|Sci-Fi
3676,3,Eraserhead (1977),Drama|Horror
2912,2,"Limey, The (1999)",Action|Crime|Drama
1956,5,Ordinary People (1980),Drama
337,3,What's Eating Gilbert Grape (1993),Drama
1301,4,Forbidden Planet (1956),Sci-Fi
3062,3,"Longest Day, The (1962)",Action|Drama|War
1945,3,On the Waterfront (1954),Crime|Drama
3552,4,Caddyshack (1980),Comedy
1343,5,Cape Fear (1991),Thriller
3576,3,"Hidden, The (1987)",Action|Horror|Sci-Fi
3507,4,"Odd Couple, The (1968)",Comedy
930,4,Notorious (1946),Film-Noir|Romance|Thriller
1296,2,"Room with a View, A (1986)",Drama|Romance
3386,5,JFK (1991),Drama|Mystery
1892,3,"Perfect Murder, A (1998)",Mystery|Thriller
3168,3,Easy Rider (1969),Adventure|Drama
2384,1,Babe: Pig in the City (1998),Children's|Comedy
923,2,Citizen Kane (1941),Drama
223,1,Clerks (1994),Comedy
733,2,"Rock, The (1996)",Action|Adventure|Thriller
3836,4,Kelly's Heroes (1970),Action|Comedy|War
1266,4,Unforgiven (1992),Western
590,2,Dances with Wolves (1990),Adventure|Drama|Western
1345,2,Carrie (1976),Horror
2117,3,Nineteen Eighty-Four (1984),Drama|Sci-Fi
1682,2,"Truman Show, The (1998)",Drama
3682,5,Magnum Force (1973),Western
1263,4,"Deer Hunter, The (1978)",Drama|War
2944,4,"Dirty Dozen, The (1967)",Action|War
2852,4,"Soldier's Story, A (1984)",Drama
3683,2,Blood Simple (1984),Drama|Film-Noir
3186,3,"Girl, Interrupted (1999)",Drama
1729,5,Jackie Brown (1997),Crime|Drama
1663,2,Stripes (1981),Comedy
1792,4,U.S. Marshalls (1998),Action|Thriller
2132,3,Who's Afraid of Virginia Woolf? (1966),Drama
1085,3,"Old Man and the Sea, The (1958)",Adventure|Drama
581,4,"Celluloid Closet, The (1995)",Documentary
431,4,Carlito's Way (1993),Crime|Drama
1635,5,"Ice Storm, The (1997)",Drama
1189,5,"Thin Blue Line, The (1988)",Documentary
2070,4,Tender Mercies (1983),Drama
2380,3,Police Academy 3: Back in Training (1986),Comedy
1479,4,"Saint, The (1997)",Action|Romance|Thriller
2379,3,Police Academy 2: Their First Assignment (1985),Comedy
3712,3,Soapdish (1991),Comedy
3597,2,Whipped (2000),Comedy
2432,4,Stepmom (1998),Drama
1219,4,Psycho (1960),Horror|Thriller
2796,4,Funny Farm (1988),Comedy
1278,4,Young Frankenstein (1974),Comedy|Horror
441,5,Dazed and Confused (1993),Comedy
3594,4,Center Stage (2000),Drama
2134,3,Weird Science (1985),Comedy
2144,5,Sixteen Candles (1984),Comedy
2794,5,European Vacation (1985),Comedy
2469,2,Peggy Sue Got Married (1986),Comedy|Romance
3536,4,Keeping the Faith (2000),Comedy|Romance
2011,3,Back to the Future Part II (1989),Comedy|Sci-Fi
1091,4,Weekend at Bernie's (1989),Comedy
2072,2,"'burbs, The (1989)",Comedy
1895,3,Can't Hardly Wait (1998),Comedy|Drama|Romance
837,3,Matilda (1996),Children's|Comedy
3387,2,Who's Harry Crumb? (1989),Comedy
1835,4,City of Angels (1998),Romance
708,4,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
2382,1,Police Academy 5: Assignment: Miami Beach (1988),Comedy
3481,3,High Fidelity (2000),Comedy
1381,1,Grease 2 (1982),Comedy|Musical|Romance
17,5,Sense and Sensibility (1995),Drama|Romance
550,4,Threesome (1994),Comedy|Romance
2791,5,Airplane! (1980),Comedy
2383,1,Police Academy 6: City Under Siege (1989),Comedy
3033,5,Spaceballs (1987),Comedy|Sci-Fi
1680,5,Sliding Doors (1998),Drama|Romance
2478,4,Three Amigos! (1986),Comedy|Western
3450,4,Grumpy Old Men (1993),Comedy
3361,5,Bull Durham (1988),Comedy
1641,4,"Full Monty, The (1997)",Comedy
1100,4,Days of Thunder (1990),Action|Romance
2485,5,She's All That (1999),Comedy|Romance
339,4,While You Were Sleeping (1995),Comedy|Romance
222,4,Circle of Friends (1995),Drama|Romance
2145,5,Pretty in Pink (1986),Comedy|Drama|Romance
2416,4,Back to School (1986),Comedy
2413,4,Clue (1985),Comedy|Mystery
3264,2,Buffy the Vampire Slayer (1992),Comedy|Horror
2108,1,L.A. Story (1991),Comedy|Romance
3591,4,Mr. Mom (1983),Comedy|Drama
2888,5,Drive Me Crazy (1999),Comedy|Romance
1350,2,"Omen, The (1976)",Horror
529,3,Searching for Bobby Fischer (1993),Drama
2248,5,Say Anything... (1989),Comedy|Drama|Romance
2133,5,Adventures in Babysitting (1987),Adventure|Comedy
2792,4,Airplane II: The Sequel (1982),Comedy
2261,5,One Crazy Summer (1986),Comedy
2375,5,"Money Pit, The (1986)",Comedy
236,1,French Kiss (1995),Comedy|Romance
11,4,"American President, The (1995)",Comedy|Drama|Romance
3868,4,"Naked Gun: From the Files of Police Squad!, The (1988)",Comedy
3087,4,Scrooged (1988),Comedy
2471,2,Crocodile Dundee II (1988),Adventure|Comedy
7,3,Sabrina (1995),Comedy|Romance
497,5,Much Ado About Nothing (1993),Comedy|Romance
2710,5,"Blair Witch Project, The (1999)",Horror
587,4,Ghost (1990),Comedy|Romance|Thriller
2671,5,Notting Hill (1999),Comedy|Romance
2303,5,Nashville (1975),Drama|Musical
3189,3,My Dog Skip (1999),Comedy
1185,4,My Left Foot (1989),Drama
1096,3,Sophie's Choice (1982),Drama
2352,3,"Big Chill, The (1983)",Comedy|Drama
948,2,Giant (1956),Drama
3091,5,Kagemusha (1980),Drama|War
1674,3,Witness (1985),Drama|Romance|Thriller
965,4,"39 Steps, The (1935)",Thriller
3725,1,American Pop (1981),Animation|Musical
154,4,Belle de jour (1967),Drama
1272,3,Patton (1970),Drama|War
2420,2,"Karate Kid, The (1984)",Drama
3681,4,For a Few Dollars More (1965),Western
1217,5,Ran (1985),Drama|War
800,4,Lone Star (1996),Drama|Mystery
3320,3,Mifune (Mifunes sidste sang) (1999),Comedy|Romance
3831,3,Saving Grace (2000),Comedy
3068,3,"Verdict, The (1982)",Drama
28,4,Persuasion (1995),Romance
911,4,Charade (1963),Comedy|Mystery|Romance|Thriller
2020,3,Dangerous Liaisons (1988),Drama|Romance
1035,3,"Sound of Music, The (1965)",Musical
1081,3,Victor/Victoria (1982),Comedy|Musical
2932,5,Days of Heaven (1978),Drama
7,2,Sabrina (1995),Comedy|Romance
2969,4,"Man and a Woman, A (Un Homme et une Femme) (1966)",Drama|Romance
2926,4,Hairspray (1988),Comedy|Drama
1292,4,Being There (1979),Comedy
1013,4,"Parent Trap, The (1961)",Children's|Drama
1162,3,"Ruling Class, The (1972)",Comedy
1283,5,High Noon (1952),Western
58,3,"Postino, Il (The Postman) (1994)",Drama|Romance
123,4,Chungking Express (1994),Drama|Mystery|Romance
1408,1,"Last of the Mohicans, The (1992)",Action|Romance|War
3675,3,White Christmas (1954),Musical
1955,2,Kramer Vs. Kramer (1979),Drama
3788,4,Blowup (1966),Drama|Mystery
918,4,Meet Me in St. Louis (1944),Musical
2942,2,Flashdance (1983),Drama|Romance
2385,4,Home Fries (1998),Comedy|Romance
1078,3,Bananas (1971),Comedy|War
1733,4,Afterglow (1997),Drama|Romance
1946,4,Marty (1955),Drama|Romance
1172,4,Cinema Paradiso (1988),Comedy|Drama|Romance
3852,4,"Tao of Steve, The (2000)",Comedy
2731,5,"400 Blows, The (Les Quatre cents coups) (1959)",Drama
1030,1,Pete's Dragon (1977),Adventure|Animation|Children's|Musical
2474,2,"Color of Money, The (1986)",Drama
2611,2,"Winslow Boy, The (1998)",Drama
1103,5,Rebel Without a Cause (1955),Drama
3060,4,"Commitments, The (1991)",Comedy|Drama
1220,1,"Blues Brothers, The (1980)",Action|Comedy|Musical
1264,5,Diva (1981),Action|Drama|Mystery|Romance|Thriller
803,3,Walking and Talking (1996),Romance
3812,1,Everything You Always Wanted to Know About Sex (1972),Comedy
3649,3,American Gigolo (1980),Drama
728,1,Cold Comfort Farm (1995),Comedy
2478,1,Three Amigos! (1986),Comedy|Western
3871,5,Shane (1953),Drama|Western
155,3,Beyond Rangoon (1995),Drama|War
3703,4,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi
2919,3,Year of Living Dangerously (1982),Drama|Romance
1419,4,Walkabout (1971),Drama
3061,3,Holiday Inn (1942),Comedy|Musical
824,5,Kaspar Hauser (1993),Drama
938,3,Gigi (1958),Musical
2088,4,Popeye (1980),Adventure|Comedy|Musical
3566,4,"Big Kahuna, The (2000)",Comedy|Drama
2732,5,Jules and Jim (Jules et Jim) (1961),Drama
2238,4,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama
595,2,Beauty and the Beast (1991),Animation|Children's|Musical
2331,3,Living Out Loud (1998),Comedy|Romance
3512,1,Return to Me (2000),Drama|Romance
3347,3,Never Cry Wolf (1983),Drama
863,2,Celestial Clockwork (1994),Comedy
1029,3,Dumbo (1941),Animation|Children's|Musical
3467,4,Hud (1963),Drama|Western
2575,4,"Dreamlife of Angels, The (La Vie rêvée des anges) (1998)",Drama
1252,4,Chinatown (1974),Film-Noir|Mystery|Thriller
3359,4,Breaking Away (1979),Drama
3567,3,Bossa Nova (1999),Comedy
945,4,Top Hat (1935),Comedy|Musical|Romance
2671,3,Notting Hill (1999),Comedy|Romance
2682,4,Limbo (1999),Drama
1124,4,On Golden Pond (1981),Drama
1300,4,My Life as a Dog (Mitt liv som hund) (1985),Drama
915,4,Sabrina (1954),Comedy|Romance
3074,3,Jeremiah Johnson (1972),Western
3549,4,Guys and Dolls (1955),Musical
2171,4,"Next Stop, Wonderland (1998)",Comedy|Drama|Romance
2065,2,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance
1949,4,"Man for All Seasons, A (1966)",Drama
3473,3,Jonah Who Will Be 25 in the Year 2000 (1976),Comedy
2239,4,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
2708,4,"Autumn Tale, An (Conte d'automne) (1998)",Romance
2633,1,"Mummy, The (1932)",Horror|Romance
1964,5,Klute (1971),Drama|Mystery
2078,2,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical
1251,4,8 1/2 (1963),Drama
3365,4,"Searchers, The (1956)",Western
1760,1,Spice World (1997),Comedy|Musical
2883,2,Mumford (1999),Comedy
3785,5,Scary Movie (2000),Comedy|Horror
1827,5,"Big One, The (1997)",Comedy|Documentary
449,5,Fear of a Black Hat (1993),Comedy
1405,4,Beavis and Butt-head Do America (1996),Animation|Comedy
3512,4,Return to Me (2000),Drama|Romance
30,4,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Drama
3697,4,Predator 2 (1990),Action|Sci-Fi|Thriller
2065,4,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance
2269,5,Indecent Proposal (1993),Drama
3101,5,Fatal Attraction (1987),Thriller
1172,5,Cinema Paradiso (1988),Comedy|Drama|Romance
1608,5,Air Force One (1997),Action|Thriller
1191,4,Madonna: Truth or Dare (1991),Documentary
3301,4,"Whole Nine Yards, The (2000)",Comedy|Crime
2713,1,Lake Placid (1999),Horror|Thriller
1616,3,"Peacemaker, The (1997)",Action|Thriller|War
2706,5,American Pie (1999),Comedy
2294,5,Antz (1998),Animation|Children's
3441,3,Red Dawn (1984),Action|War
1603,4,Mimic (1997),Sci-Fi|Thriller
1876,4,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller
144,4,"Brothers McMullen, The (1995)",Comedy
2687,5,Tarzan (1999),Animation|Children's
1396,5,Sneakers (1992),Crime|Drama|Sci-Fi
1147,4,When We Were Kings (1996),Documentary
3480,5,Lucas (1986),Drama
1875,3,Clockwatchers (1997),Comedy
3763,4,F/X (1986),Action|Crime|Thriller
3706,3,Angel Heart (1987),Film-Noir|Mystery|Thriller
3156,1,Bicentennial Man (1999),Comedy|Drama|Sci-Fi
647,4,Courage Under Fire (1996),Drama|War
2250,4,Men Don't Leave (1990),Drama
1208,5,Apocalypse Now (1979),Drama|War
785,5,Kingpin (1996),Comedy
3308,4,"Flamingo Kid, The (1984)",Comedy|Drama
2967,5,"Bad Seed, The (1956)",Drama|Thriller
556,5,"War Room, The (1993)",Documentary
1101,5,Top Gun (1986),Action|Romance
2683,5,Austin Powers: The Spy Who Shagged Me (1999),Comedy
3551,4,Marathon Man (1976),Thriller
1272,5,Patton (1970),Drama|War
172,4,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
1295,4,"Unbearable Lightness of Being, The (1988)",Drama
2763,4,"Thomas Crown Affair, The (1999)",Action|Thriller
1299,5,"Killing Fields, The (1984)",Drama|War
1480,3,Smilla's Sense of Snow (1997),Action|Drama|Thriller
21,5,Get Shorty (1995),Action|Comedy|Drama
2369,4,Desperately Seeking Susan (1985),Comedy|Romance
233,5,Exotica (1994),Drama
1569,5,My Best Friend's Wedding (1997),Comedy|Romance
2815,1,Iron Eagle (1986),Action|War
2155,4,"Slums of Beverly Hills, The (1998)",Comedy
466,4,Hot Shots! Part Deux (1993),Action|Comedy|War
178,3,Love & Human Remains (1993),Comedy
1909,5,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
3176,5,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
3504,5,Network (1976),Comedy|Drama
2418,4,Nothing in Common (1986),Comedy
1963,5,Take the Money and Run (1969),Comedy
3263,4,White Men Can't Jump (1992),Comedy
10,4,GoldenEye (1995),Action|Adventure|Thriller
256,4,Junior (1994),Comedy|Sci-Fi
2972,4,Red Sorghum (Hong Gao Liang) (1987),Drama|War
507,4,"Perfect World, A (1993)",Action|Drama
610,3,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
3952,5,"Contender, The (2000)",Drama|Thriller
165,4,Die Hard: With a Vengeance (1995),Action|Thriller
3196,4,Stalag 17 (1953),Drama|War
232,5,Eat Drink Man Woman (1994),Comedy|Drama
1297,3,Real Genius (1985),Comedy
1078,5,Bananas (1971),Comedy|War
2334,5,"Siege, The (1998)",Action|Thriller
1805,5,Wild Things (1998),Crime|Drama|Mystery|Thriller
2702,4,Summer of Sam (1999),Drama
2540,4,"Corruptor, The (1999)",Action|Crime|Drama|Thriller
1831,3,Lost in Space (1998),Action|Sci-Fi|Thriller
6,5,Heat (1995),Action|Crime|Thriller
2774,4,Better Than Chocolate (1999),Comedy|Romance
229,5,Death and the Maiden (1994),Drama|Thriller
2469,4,Peggy Sue Got Married (1986),Comedy|Romance
3298,5,Boiler Room (2000),Drama
2013,4,"Poseidon Adventure, The (1972)",Action|Adventure
2064,5,Roger & Me (1989),Comedy|Documentary
246,5,Hoop Dreams (1994),Documentary
3359,5,Breaking Away (1979),Drama
3424,5,Do the Right Thing (1989),Comedy|Drama
1395,3,Tin Men (1987),Comedy|Drama
198,5,Strange Days (1995),Action|Crime|Sci-Fi
3213,5,Batman: Mask of the Phantasm (1993),Animation|Children's
1189,4,"Thin Blue Line, The (1988)",Documentary
3060,5,"Commitments, The (1991)",Comedy|Drama
2722,5,Deep Blue Sea (1999),Action|Sci-Fi|Thriller
2985,4,Robocop (1987),Action|Crime|Sci-Fi
2058,4,"Negotiator, The (1998)",Action|Thriller
592,5,Batman (1989),Action|Adventure|Crime|Drama
3253,5,Wayne's World (1992),Comedy
1476,4,Private Parts (1997),Comedy|Drama
1090,5,Platoon (1986),Drama|War
555,5,True Romance (1993),Action|Crime|Romance
788,4,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
3821,4,Nutty Professor II: The Klumps (2000),Comedy
1372,2,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi
2605,4,Entrapment (1999),Crime|Thriller
1485,4,Liar Liar (1997),Comedy
2023,4,"Godfather: Part III, The (1990)",Action|Crime|Drama
3142,4,U2: Rattle and Hum (1988),Documentary|Musical
2973,5,Crimes and Misdemeanors (1989),Comedy
1911,4,Doctor Dolittle (1998),Comedy
2694,3,Big Daddy (1999),Comedy
3066,4,Tora! Tora! Tora! (1970),War
2273,4,Rush Hour (1998),Action|Thriller
3525,4,Bachelor Party (1984),Comedy
1283,4,High Noon (1952),Western
3712,4,Soapdish (1991),Comedy
3623,5,Mission: Impossible 2 (2000),Action|Thriller
3727,4,Near Dark (1987),Comedy|Horror
3505,5,No Way Out (1987),Thriller
3159,5,Fantasia 2000 (1999),Animation|Children's|Musical
605,5,One Fine Day (1996),Drama|Romance
961,5,Little Lord Fauntleroy (1936),Drama
708,5,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
3081,1,Sleepy Hollow (1999),Horror|Romance
2406,2,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
1094,2,"Crying Game, The (1992)",Drama|Romance|War
236,4,French Kiss (1995),Comedy|Romance
1997,1,"Exorcist, The (1973)",Horror
1977,1,Friday the 13th: The Final Chapter (1984),Horror
3864,1,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi
899,5,Singin' in the Rain (1952),Musical|Romance
252,5,I.Q. (1994),Comedy|Romance
490,2,Malice (1993),Thriller
2297,2,What Dreams May Come (1998),Drama|Romance
92,1,Mary Reilly (1996),Drama|Thriller
1463,3,That Old Feeling (1997),Comedy|Romance
1688,3,Anastasia (1997),Animation|Children's|Musical
265,2,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance
1835,3,City of Angels (1998),Romance
2506,4,"Other Sister, The (1999)",Comedy|Drama|Romance
1593,2,Picture Perfect (1997),Comedy|Romance
2431,4,Patch Adams (1998),Comedy|Drama
2432,3,Stepmom (1998),Drama
2336,4,Elizabeth (1998),Drama
1735,3,Great Expectations (1998),Drama|Romance
249,5,Immortal Beloved (1994),Drama|Romance
543,3,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
1353,3,"Mirror Has Two Faces, The (1996)",Comedy|Romance
46,3,How to Make an American Quilt (1995),Drama|Romance
2059,4,"Parent Trap, The (1998)",Children's|Drama
1620,4,Kiss the Girls (1997),Crime|Drama|Thriller
1801,4,"Man in the Iron Mask, The (1998)",Action|Drama|Romance
1894,3,Six Days Seven Nights (1998),Adventure|Comedy|Romance
779,2,'Til There Was You (1997),Drama|Romance
13,3,Balto (1995),Animation|Children's
2677,4,Buena Vista Social Club (1999),Documentary
691,2,Mrs. Winterbourne (1996),Comedy|Romance
224,4,Don Juan DeMarco (1995),Comedy|Drama|Romance
74,3,Bed of Roses (1996),Drama|Romance
455,3,Free Willy (1993),Adventure|Children's|Drama
1183,5,"English Patient, The (1996)",Drama|Romance|War
2442,5,Hilary and Jackie (1998),Drama
141,3,"Birdcage, The (1996)",Comedy
605,3,One Fine Day (1996),Drama|Romance
381,4,When a Man Loves a Woman (1994),Drama
361,3,It Could Happen to You (1994),Drama|Romance
1721,2,Titanic (1997),Drama|Romance
86,4,White Squall (1996),Adventure|Drama
2027,3,Mafia! (1998),Comedy|Crime
2526,1,Meteor (1979),Sci-Fi
3174,3,Man on the Moon (1999),Comedy|Drama
2772,4,Detroit Rock City (1999),Comedy
2906,2,Random Hearts (1999),Drama|Romance
3300,2,Pitch Black (2000),Action|Sci-Fi
3157,2,Stuart Little (1999),Children's|Comedy
2605,1,Entrapment (1999),Crime|Thriller
3081,2,Sleepy Hollow (1999),Horror|Romance
3752,1,"Me, Myself and Irene (2000)",Comedy
785,2,Kingpin (1996),Comedy
3005,3,"Bone Collector, The (1999)",Thriller
3113,2,End of Days (1999),Action|Thriller
2805,2,Mickey Blue Eyes (1999),Comedy|Romance
2433,2,"Civil Action, A (1998)",Drama
1060,5,Swingers (1996),Comedy|Drama
3406,4,Captain Horatio Hornblower (1951),Action|Adventure|War
674,3,Barbarella (1968),Adventure|Sci-Fi
2088,2,Popeye (1980),Adventure|Comedy|Musical
2430,5,Mighty Joe Young (1949),Adventure|Children's|Drama
1242,4,Glory (1989),Action|Drama|War
1676,2,Starship Troopers (1997),Action|Adventure|Sci-Fi|War
2013,1,"Poseidon Adventure, The (1972)",Action|Adventure
421,2,Black Beauty (1994),Adventure|Children's
2202,5,Lifeboat (1944),Drama|Thriller|War
3269,2,Forever Young (1992),Adventure|Romance|Sci-Fi
1085,5,"Old Man and the Sea, The (1958)",Adventure|Drama
2537,1,Beyond the Poseidon Adventure (1979),Adventure
3441,2,Red Dawn (1984),Action|War
3412,3,"Bear, The (1988)",Adventure
2941,3,South Pacific (1958),Musical|Romance|War
524,3,Rudy (1993),Drama
2817,1,Aces: Iron Eagle III (1992),Action|War
173,2,Judge Dredd (1995),Action|Adventure|Sci-Fi
3755,4,"Perfect Storm, The (2000)",Action|Adventure|Thriller
897,4,For Whom the Bell Tolls (1943),Adventure|War
1927,4,All Quiet on the Western Front (1930),War
2287,5,Them! (1954),Sci-Fi|Thriller|War
2669,3,Pork Chop Hill (1959),War
258,1,"Kid in King Arthur's Court, A (1995)",Adventure|Children's|Comedy|Fantasy|Romance
2471,4,Crocodile Dundee II (1988),Adventure|Comedy
2524,2,"Towering Inferno, The (1974)",Action|Drama
976,4,"Farewell to Arms, A (1932)",Romance|War
3519,2,Force 10 from Navarone (1978),Action|War
3461,2,Lord of the Flies (1963),Adventure|Drama|Thriller
3927,3,Fantastic Voyage (1966),Adventure|Sci-Fi
3643,4,"Fighting Seabees, The (1944)",Action|Drama|War
3628,4,Flying Tigers (1942),Action|Drama|War
2748,3,Allan Quartermain and the Lost City of Gold (1987),Action|Adventure
2816,1,Iron Eagle II (1988),Action|War
688,3,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
3247,3,Sister Act (1992),Comedy|Crime
1254,4,"Treasure of the Sierra Madre, The (1948)",Adventure
3066,3,Tora! Tora! Tora! (1970),War
2546,3,"Deep End of the Ocean, The (1999)",Drama
2719,4,"Haunting, The (1999)",Horror|Thriller
1658,4,"Life Less Ordinary, A (1997)",Romance|Thriller
1033,3,"Fox and the Hound, The (1981)",Animation|Children's
1339,1,Bram Stoker's Dracula (1992),Horror|Romance
1644,1,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
2710,4,"Blair Witch Project, The (1999)",Horror
3210,2,Fast Times at Ridgemont High (1982),Comedy
224,1,Don Juan DeMarco (1995),Comedy|Drama|Romance
2986,4,Robocop 2 (1990),Action|Crime|Sci-Fi
2034,4,"Black Hole, The (1979)",Sci-Fi
2143,4,Legend (1985),Adventure|Fantasy|Romance
1573,3,Face/Off (1997),Action|Sci-Fi|Thriller
3095,2,"Grapes of Wrath, The (1940)",Drama
3780,3,Rocketship X-M (1950),Sci-Fi
1287,4,Ben-Hur (1959),Action|Adventure|Drama
3704,3,Mad Max Beyond Thunderdome (1985),Action|Sci-Fi
2533,4,Escape from the Planet of the Apes (1971),Action|Sci-Fi
3927,5,Fantastic Voyage (1966),Adventure|Sci-Fi
2530,4,Beneath the Planet of the Apes (1970),Action|Sci-Fi
2140,3,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi
2134,4,Weird Science (1985),Comedy
2161,3,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy
3361,3,Bull Durham (1988),Comedy
1049,2,"Ghost and the Darkness, The (1996)",Action|Adventure
2311,5,2010 (1984),Mystery|Sci-Fi
1590,3,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller
3770,4,Dreamscape (1984),Adventure|Crime|Sci-Fi|Thriller
1220,3,"Blues Brothers, The (1980)",Action|Comedy|Musical
2423,4,Christmas Vacation (1989),Comedy
2408,3,Cocoon: The Return (1988),Comedy|Sci-Fi
2681,4,Free Enterprise (1998),Comedy|Romance|Sci-Fi
24,5,Powder (1995),Drama|Sci-Fi
1429,5,Jackie Chan's First Strike (1996),Action
3153,3,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy
1037,3,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller
379,4,Timecop (1994),Action|Sci-Fi
3802,4,Freejack (1992),Action|Sci-Fi
3519,4,Force 10 from Navarone (1978),Action|War
2664,3,Invasion of the Body Snatchers (1956),Horror|Sci-Fi
3758,4,Communion (1989),Drama|Sci-Fi|Thriller
2520,4,Airport (1970),Drama
2456,3,"Fly II, The (1989)",Horror|Sci-Fi
1518,4,Breakdown (1997),Action|Thriller
1275,4,Highlander (1986),Action|Adventure
1591,2,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
3937,3,Runaway (1984),Sci-Fi|Thriller
2989,3,For Your Eyes Only (1981),Action
2015,4,"Absent Minded Professor, The (1961)",Children's|Comedy|Fantasy
66,2,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller
3807,4,Sinbad and the Eye of the Tiger (1977),Action|Adventure
880,2,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
2642,3,Superman III (1983),Action|Adventure|Sci-Fi
1924,1,Plan 9 from Outer Space (1958),Horror|Sci-Fi
3555,4,U-571 (2000),Action|Thriller
1124,3,On Golden Pond (1981),Drama
1921,3,Pi (1998),Sci-Fi|Thriller
1373,4,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi
2961,4,"Story of Us, The (1999)",Comedy|Drama
3004,1,"Bachelor, The (1999)",Comedy|Romance
830,4,"First Wives Club, The (1996)",Comedy
2707,5,Arlington Road (1999),Thriller
1961,3,Rain Man (1988),Drama
2712,2,Eyes Wide Shut (1999),Drama
1984,1,Halloween III: Season of the Witch (1983),Horror
1983,1,Halloween II (1981),Horror
1985,1,Halloween 4: The Return of Michael Myers (1988),Horror
1986,1,Halloween 5: The Revenge of Michael Myers (1989),Horror
1064,4,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy
2017,2,Babes in Toyland (1961),Children's|Fantasy|Musical
596,5,Pinocchio (1940),Animation|Children's
2083,4,"Muppet Christmas Carol, The (1992)",Children's|Musical
3412,2,"Bear, The (1988)",Adventure
3755,5,"Perfect Storm, The (2000)",Action|Adventure|Thriller
741,4,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi
1952,3,Midnight Cowboy (1969),Drama
2846,5,"Adventures of Milo and Otis, The (1986)",Children's
1235,5,Harold and Maude (1971),Comedy
3612,5,"Slipper and the Rose, The (1976)",Adventure|Musical|Romance
2097,3,Something Wicked This Way Comes (1983),Children's|Horror
1243,1,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
2471,3,Crocodile Dundee II (1988),Adventure|Comedy
3466,3,Heart and Souls (1993),Comedy|Fantasy
3398,4,"Muppets Take Manhattan, The (1984)",Children's|Comedy
